OrderID,OrderDate,ShippingDate,ShippingMode,CustomerID,Sales,Profit,Discount
CA-2011-155264,10/19/11,10/22/11,Second Class,RP-19270,93.75,2.31,0.0
CA-2011-155271,05/04/11,05/04/11,Same Day,AA-10480,54.92,6.23,0.0
CA-2011-155390,12/06/11,12/11/11,Standard Class,BG-11035,84.416,4.99,0.2
CA-2011-155593,11/03/11,11/08/11,Standard Class,RP-19390,34.92,0.96,0.0
CA-2011-155796,11/11/11,11/15/11,Second Class,TS-21430,47.936,9.5872,0.2
CA-2011-155852,03/03/11,03/07/11,Second Class,AJ-10945,77.824,1.05,0.2
CA-2011-155887,05/12/11,05/17/11,Standard Class,KT-16480,2100.168,630.0504,0.2
CA-2011-156006,04/30/11,05/02/11,Second Class,TM-21010,143.37,3.79,0.0
CA-2011-156160,09/22/11,09/29/11,Standard Class,AS-10090,292.32,5.5,0.0
CA-2011-156244,08/12/11,08/16/11,Standard Class,DH-13675,2.952,0.35,0.2
CA-2011-156314,12/24/11,12/26/11,First Class,RP-19390,151.8,30.36,0.2
CA-2011-156342,06/17/11,06/20/11,Second Class,JF-15415,124.032,8.67,0.2
CA-2011-156349,05/26/11,05/30/11,Standard Class,ML-17395,581.332,15.3,0.2
CA-2011-156433,09/20/11,09/26/11,Standard Class,ES-14020,19.92,0.2,0.0
CA-2011-156545,02/28/11,03/03/11,First Class,JS-16030,77.824,3.38,0.2
CA-2011-156587,03/07/11,03/08/11,First Class,AB-10015,53.82,4.29,0.0
CA-2011-156594,12/20/11,12/23/11,Second Class,MC-17845,4.13,0.68,0.0
CA-2011-156601,09/19/11,09/24/11,Standard Class,FA-14230,14.32,0.17,0.0
CA-2011-156790,08/08/11,08/10/11,Second Class,VG-21790,621.824,18.41,0.2
CA-2011-156993,06/28/11,07/04/11,Standard Class,RW-19630,6.08,0.16,0.0
CA-2011-157147,01/14/11,01/19/11,Standard Class,BD-11605,99.5,3.03,0.0
CA-2011-157546,07/20/11,07/22/11,First Class,RD-19720,68.49,6.37,0.0
CA-2011-157609,03/16/11,03/21/11,Second Class,KN-16705,943.84,60.17,0.2
CA-2011-157623,03/14/11,03/18/11,Standard Class,DK-13225,3.38,0.4,0.0
CA-2011-157644,12/31/11,01/01/12,First Class,AH-10030,56.7,0.3,0.0
CA-2011-157721,09/02/11,09/05/11,First Class,JM-16195,19.9,0.0,0.2
CA-2011-157784,07/05/11,07/08/11,First Class,MC-17845,29.24,3.05,0.0
CA-2011-157882,10/03/11,10/08/11,Second Class,AR-10405,143.432,14.91,0.2
CA-2011-157924,10/11/11,10/13/11,First Class,HA-14920,127.68,4.81,0.0
CA-2011-158029,05/26/11,05/30/11,Standard Class,HF-14995,450.592,8.34,0.2
CA-2011-158064,04/21/11,04/25/11,Standard Class,AA-10375,82.6,0.97,0.2
CA-2011-158225,09/22/11,09/28/11,Standard Class,SE-20110,81.36,3.03,0.0
CA-2011-158274,11/19/11,11/24/11,Second Class,RM-19675,2015.84,51.86,0.0
CA-2011-158281,09/02/11,09/07/11,Standard Class,AG-10525,1679.13,44.72,0.2
CA-2011-158337,03/11/11,03/14/11,Second Class,KA-16525,1524.88,0.0,0.2
CA-2011-158372,11/10/11,11/16/11,Standard Class,RD-19900,10.99,2.14,0.0
CA-2011-158442,03/17/11,03/17/11,Same Day,AZ-10750,5.184,0.8,0.2
CA-2011-158470,04/19/11,04/23/11,Second Class,AG-10390,174.15,8.0,0.0
CA-2011-158540,11/24/11,11/26/11,First Class,VG-21790,606.88,38.26,0.0
CA-2011-158771,05/09/11,05/09/11,Same Day,SB-20290,28.35,0.53,0.0
CA-2011-159121,07/26/11,08/01/11,Standard Class,JO-15145,783.51,14.42,0.0
CA-2011-159184,09/14/11,09/19/11,Standard Class,JC-15775,14.32,0.52,0.0
CA-2011-159310,11/07/11,11/12/11,Standard Class,SC-20725,284.984,2.68,0.2
CA-2011-159338,06/25/11,06/28/11,First Class,NS-18640,2239.2,42.02,0.2
CA-2011-159478,09/30/11,10/06/11,Standard Class,MH-17785,45.72,0.0,0.2
CA-2011-159520,06/06/11,06/11/11,Standard Class,GT-14635,34.28,1.39,0.0
CA-2011-159625,11/23/11,11/28/11,Standard Class,SM-20005,70.416,1.69,0.2
CA-2011-159681,12/07/11,12/13/11,Standard Class,PO-18850,422.08,4.03,0.0
CA-2011-159709,05/10/11,05/15/11,Standard Class,AI-10855,474.39,0.0,0.2
CA-2011-159800,11/28/11,12/01/11,First Class,SG-20470,131.04,3.95,0.0
CA-2011-159814,06/24/11,06/28/11,Standard Class,LP-17080,8.544,0.32,0.2
CA-2011-159835,11/17/11,11/24/11,Standard Class,RB-19330,3289.65,43.04,0.2
CA-2011-159849,09/19/11,09/19/11,Same Day,JK-15640,17.01,0.67,0.0
CA-2011-160066,11/16/11,11/22/11,Standard Class,AH-10075,10.44,0.51,0.0
CA-2011-160094,04/30/11,05/02/11,First Class,JM-16195,874.75,3.59,0.0
CA-2011-160157,12/20/11,12/27/11,Standard Class,MH-17455,572.544,14.75,0.2
CA-2011-160262,06/09/11,06/13/11,Second Class,TS-21205,74.8,5.5,0.0
CA-2011-160276,04/02/11,04/08/11,Standard Class,AH-10690,355.36,10.84,0.0
CA-2011-160738,05/05/11,05/10/11,Standard Class,KH-16330,90.496,1.56,0.2
CA-2011-160766,09/14/11,09/14/11,Same Day,DM-13015,16.99,1.79,0.0
CA-2011-160773,07/01/11,07/05/11,Standard Class,LW-16825,1151.84,93.1,0.2
CA-2011-161032,11/18/11,11/23/11,Standard Class,MK-17905,1178.82,38.5,0.0
CA-2011-161249,08/09/11,08/13/11,Standard Class,RD-19720,46.725,0.82,0.2
CA-2011-161508,07/12/11,07/16/11,Standard Class,PV-18985,6.976,0.18,0.2
CA-2011-161634,11/14/11,11/20/11,Standard Class,CC-12220,162.0,1.75,0.0
CA-2011-162089,03/30/11,04/01/11,First Class,MP-17470,1678.6,45.52,0.2
CA-2011-162278,10/26/11,10/30/11,Second Class,AH-10585,255.68,3.5,0.0
CA-2011-162362,11/14/11,11/18/11,Standard Class,JL-15505,38.16,0.86,0.0
CA-2011-162684,08/01/11,08/06/11,Standard Class,AS-10630,11.36,2.272,0.2
CA-2011-162775,01/14/11,01/16/11,Second Class,CS-12250,16.92,0.85,0.0
CA-2011-162866,12/27/11,12/31/11,Standard Class,Co-12640,120.064,2.11,0.2
CA-2011-162992,12/19/11,12/21/11,First Class,BP-11095,29.24,1.2,0.0
CA-2011-163013,11/28/11,12/04/11,Standard Class,BF-11080,44.01,0.94,0.0
CA-2011-163034,11/24/11,11/28/11,Standard Class,DK-12985,3231.0,99.18,0.2
CA-2011-163223,03/21/11,03/25/11,Standard Class,KH-16690,37.28,0.2,0.0
CA-2011-163293,09/08/11,09/11/11,First Class,KC-16255,98.91,1.08,0.0
CA-2011-163412,12/20/11,12/23/11,Second Class,SM-20950,576.558,15.67,0.2
CA-2011-163419,11/11/11,11/14/11,Second Class,TZ-21580,1119.968,25.16,0.2
CA-2011-163447,12/27/11,12/31/11,Standard Class,TB-21190,10740.996,1074.0996,0.2
CA-2011-163468,11/18/11,11/21/11,First Class,JK-15730,1908.6,39.96,0.2
CA-2011-163552,07/11/11,07/15/11,Standard Class,LA-16780,72.0,0.86,0.0
CA-2011-163559,09/23/11,09/28/11,Second Class,ST-20530,418.32,16.77,0.2
CA-2011-163650,09/23/11,09/25/11,First Class,TT-21220,29.52,1.23,0.0
CA-2011-163748,10/14/11,10/18/11,Standard Class,HG-15025,9999.8,252.11,0.2
CA-2011-163867,06/03/11,06/06/11,First Class,RE-19450,63.744,0.17,0.2
CA-2011-164182,07/14/11,07/18/11,Standard Class,ST-20530,63.968,1.2,0.2
CA-2011-164210,11/18/11,11/20/11,Second Class,PW-19240,143.232,5.98,0.2
CA-2011-164224,05/18/11,05/20/11,Second Class,TT-21070,63.744,3.85,0.2
CA-2011-164259,12/28/11,12/30/11,First Class,SP-20860,396.544,79.3088,0.2
CA-2011-164315,04/02/11,04/08/11,Standard Class,RD-19585,47.52,1.19,0.0
CA-2011-164385,09/26/11,10/01/11,Second Class,NB-18580,431.856,7.77,0.2
CA-2011-164469,06/25/11,06/27/11,Second Class,GK-14620,1319.8,44.91,0.2
CA-2011-164721,11/25/11,11/27/11,Second Class,LW-16825,71.64,0.94,0.0
CA-2011-164742,10/13/11,10/18/11,Second Class,ML-17395,18.94,1.97,0.0
CA-2011-164749,03/23/11,03/26/11,First Class,BG-11740,29.736,0.13,0.2
CA-2011-164861,12/03/11,12/06/11,Second Class,MC-17635,103.68,2.05,0.0
CA-2011-164903,02/21/11,02/25/11,Standard Class,SR-20740,25.92,1.14,0.0
CA-2011-164910,11/12/11,11/17/11,Second Class,DM-13345,23.616,1.02,0.2
CA-2011-164973,11/04/11,11/09/11,Standard Class,NM-18445,1440.0,41.89,0.0
CA-2011-165309,11/11/11,11/15/11,Standard Class,KD-16270,296.96,12.63,0.2
CA-2011-165379,07/09/11,07/15/11,Standard Class,BM-11650,20.736,0.38,0.2
CA-2011-165393,12/27/11,12/30/11,First Class,NC-18415,4.984,1.02,0.2
CA-2011-165428,09/01/11,09/04/11,First Class,JL-15130,186.624,9.9,0.2
CA-2011-165477,12/29/11,12/31/11,Second Class,RE-19405,241.8,6.14,0.2
CA-2011-165540,02/22/11,02/26/11,Standard Class,TM-21010,44.25,0.7,0.2
CA-2011-165568,02/16/11,02/20/11,Standard Class,BF-11020,106.8,2.41,0.2
CA-2011-165764,11/03/11,11/07/11,Standard Class,SH-20395,51.968,3.59,0.2
CA-2011-165806,04/07/11,04/07/11,Same Day,VM-21685,524.88,6.75,0.0
CA-2011-165974,06/29/11,07/06/11,Standard Class,DL-12865,229.32,45.864,0.2
CA-2011-166051,05/31/11,06/05/11,Standard Class,JK-15625,341.19,3.63,0.0
CA-2011-166086,05/07/11,05/12/11,Standard Class,CT-11995,25.92,1.46,0.0
CA-2011-166191,12/05/11,12/09/11,Second Class,DK-13150,49.632,9.9264,0.2
CA-2011-166457,05/05/11,05/09/11,Second Class,PF-19120,13.12,0.34,0.0
CA-2011-166471,08/09/11,08/13/11,Standard Class,MG-17650,438.336,16.56,0.2
CA-2011-166555,07/11/11,07/14/11,First Class,JK-15205,494.55,21.73,0.0
CA-2011-166590,10/29/11,11/02/11,Standard Class,NC-18625,3.96,0.23,0.0
CA-2011-166716,08/20/11,08/25/11,Second Class,CR-12730,842.744,252.8232,0.2
CA-2011-166730,12/30/11,01/01/12,First Class,DD-13570,39.128,3.77,0.2
CA-2011-166744,09/20/11,09/24/11,Standard Class,DN-13690,119.96,4.24,0.0
CA-2011-166863,06/20/11,06/24/11,Standard Class,SC-20020,46.656,1.65,0.2
CA-2011-166884,03/11/11,03/16/11,Second Class,CK-12205,41.6,0.91,0.2
CA-2011-166891,10/04/11,10/06/11,First Class,CC-12220,2947.05,294.705,0.2
CA-2011-166954,04/25/11,04/30/11,Standard Class,BT-11305,812.16,45.48,0.0
CA-2011-166961,12/27/11,12/31/11,Standard Class,CD-12790,10.98,0.95,0.0
CA-2011-166989,11/14/11,11/18/11,Standard Class,RM-19675,22.72,1.5,0.0
CA-2011-167164,05/13/11,05/15/11,Second Class,AG-10270,111.0,1.82,0.0
CA-2011-167199,01/07/11,01/11/11,Standard Class,ME-17320,6.54,1.13,0.0
CA-2011-167360,11/24/11,11/29/11,Second Class,RB-19435,782.53,9.51,0.0
CA-2011-167486,11/27/11,12/01/11,Standard Class,JO-15145,999.5,6.29,0.0
CA-2011-167724,04/13/11,04/18/11,Standard Class,BF-11170,23.49,0.55,0.0
CA-2011-167850,08/09/11,08/16/11,Standard Class,AG-10525,46.656,1.76,0.2
CA-2011-167927,01/21/11,01/27/11,Standard Class,XP-21865,13.98,1.14,0.0
CA-2011-167997,01/27/11,01/30/11,First Class,CA-11965,21.36,1.39,0.0
CA-2011-168130,09/19/11,09/19/11,Same Day,BS-11365,6209.721,89.69,0.2
CA-2011-168158,07/19/11,07/24/11,Standard Class,EM-14140,12.192,0.59,0.2
CA-2011-168305,11/01/11,11/08/11,Standard Class,PL-18925,107.0,0.92,0.0
CA-2011-168312,03/01/11,03/07/11,Standard Class,GW-14605,412.056,8.49,0.2
CA-2011-168368,02/12/11,02/16/11,Second Class,GA-14725,19.28,0.33,0.0
CA-2011-168473,12/26/11,01/01/12,Standard Class,TB-21520,1151.28,18.42,0.0
CA-2011-168494,12/12/11,12/14/11,Second Class,NP-18700,764.9235,17.14,0.2
CA-2011-168592,09/08/11,09/14/11,Standard Class,DP-13390,8.04,0.29,0.0
CA-2011-168823,09/21/11,09/24/11,First Class,MA-17560,187.272,5.26,0.2
CA-2011-168984,11/26/11,12/02/11,Standard Class,NW-18400,46.656,1.38,0.2
CA-2011-1690,08/11/11,08/11/11,Same Day,EM-4065,28.8,0.0,0.2
CA-2011-169019,07/26/11,07/30/11,Standard Class,LF-17185,3880.224,34.99,0.2
CA-2011-169033,03/30/11,04/03/11,Standard Class,KM-16720,248.25,1.58,0.0
CA-2011-169061,03/05/11,03/08/11,Second Class,AB-10150,37.24,1.91,0.0
CA-2011-169257,06/06/11,06/12/11,Standard Class,SV-20785,124.032,3.73,0.2
CA-2011-169446,12/19/11,12/25/11,Standard Class,SG-20605,46.656,0.69,0.2
CA-2011-169460,04/19/11,04/21/11,Second Class,NF-18595,228.42,5.74,0.0
CA-2011-169642,07/27/11,07/30/11,Second Class,BB-10990,552.56,0.0,0.2
CA-2011-169649,12/09/11,12/15/11,Standard Class,TS-21205,16.896,0.52,0.2
CA-2011-169684,10/20/11,10/23/11,First Class,FH-14365,295.056,10.73,0.2
CA-2011-169726,08/09/11,08/13/11,Standard Class,JH-15985,14425.208,90.47,0.2
CA-2011-169775,08/29/11,09/02/11,Second Class,RA-19945,59.616,2.44,0.2
CA-2011-169803,04/06/11,04/12/11,Standard Class,SC-20260,67.8,4.44,0.0
CA-2011-169852,10/21/11,10/26/11,Standard Class,SF-20965,109.08,1.05,0.2
CA-2011-1800,03/01/11,03/04/11,First Class,TP-11415,11.76,0.0,0.2
CA-2011-2590,05/21/11,05/28/11,Standard Class,CS-1950,28.23,0.0,0.2
CA-2011-320,10/30/11,11/04/11,Standard Class,JK-6090,231.48,0.0,0.2
CA-2011-3200,09/01/11,09/04/11,Second Class,JS-5595,137.94,0.0,0.2
CA-2011-3390,09/21/11,09/24/11,Second Class,AS-240,4.8,0.0,0.2
CA-2011-370,04/21/11,04/28/11,Standard Class,EH-3945,23.91,0.0,0.2
CA-2011-3790,06/24/11,06/27/11,First Class,CC-2220,10.95,0.0,0.2
CA-2011-4310,06/25/11,06/28/11,First Class,BW-1110,17.01,0.0,0.2
CA-2011-4370,09/23/11,09/30/11,Standard Class,DW-3540,18.99,0.0,0.2
CA-2011-4390,09/09/11,09/11/11,Second Class,RA-9885,47.4,0.0,0.2
CA-2011-450,07/21/11,07/26/11,Standard Class,EB-3840,19.2,0.0,0.2
CA-2011-460,12/13/11,12/15/11,Second Class,MH-7440,6.48,0.0,0.2
CA-2011-4710,02/18/11,02/20/11,First Class,SN-10560,29.73,0.0,0.2
CA-2011-4850,08/09/11,08/13/11,Standard Class,AH-195,527.04,0.0,0.2
CA-2011-4880,11/23/11,11/26/11,First Class,EB-3750,58.83,0.0,0.2
CA-2011-5260,11/01/11,11/05/11,Second Class,LC-7140,128.43,0.0,0.2
CA-2011-5810,09/27/11,10/01/11,Standard Class,SA-10830,110.76,0.0,0.2
CA-2011-5840,05/03/11,05/09/11,Standard Class,CC-2475,202.2,0.0,0.2
CA-2011-6580,07/09/11,07/15/11,Standard Class,TG-11310,511.2,0.0,0.2
CA-2011-6800,05/20/11,05/22/11,First Class,LS-7245,22.32,0.0,0.2
CA-2011-6880,06/27/11,06/29/11,First Class,NB-8580,199.68,0.0,0.2
CA-2011-760,07/09/11,07/11/11,Second Class,KH-6690,51.78,0.0,0.2
CA-2011-770,07/28/11,08/02/11,Standard Class,PO-9180,225.12,0.0,0.2
CA-2011-7860,11/02/11,11/07/11,Standard Class,NC-8625,205.68,0.0,0.2
CA-2011-8190,09/26/11,09/29/11,Second Class,DP-3000,29.85,0.0,0.2
CA-2011-8330,06/22/11,06/26/11,Standard Class,ML-7755,50.88,0.0,0.2
CA-2011-8390,01/19/11,01/22/11,Second Class,MK-7905,16.29,0.0,0.2
CA-2011-8490,02/24/11,03/03/11,Standard Class,TB-11280,56.91,0.0,0.2
CA-2011-8990,03/08/11,03/12/11,Standard Class,DK-3375,119.64,0.0,0.2
CA-2011-9140,11/04/11,11/07/11,Second Class,BM-1650,17.19,0.0,0.2
CA-2011-9390,04/14/11,04/20/11,Standard Class,GZ-4470,8.4,0.0,0.2
CA-2011-9430,11/09/11,11/11/11,Second Class,PB-8805,1207.08,0.0,0.2
CA-2011-9510,03/29/11,03/31/11,First Class,RD-9660,4.53,0.0,0.2
CA-2012-100146,05/14/12,05/19/12,Standard Class,CB-12535,368.73,8.24,0.0
CA-2012-100216,04/13/12,04/14/12,First Class,HJ-14875,164.448,7.5,0.2
CA-2012-100251,05/17/12,05/23/12,Standard Class,DV-13465,222.4,3.42,0.0
CA-2012-100454,11/20/12,11/25/12,Standard Class,BM-11650,46.08,0.69,0.0
CA-2012-100545,11/22/12,11/26/12,Standard Class,IM-15070,23.22,0.76,0.2
CA-2012-100573,09/25/12,10/01/12,Standard Class,AM-10705,34.96,1.73,0.0
CA-2012-100657,11/02/12,11/07/12,Standard Class,SW-20245,219.528,21.9528,0.2
CA-2012-100685,12/19/12,12/21/12,Second Class,SM-20950,14.08,0.81,0.0
CA-2012-100734,09/15/12,09/20/12,Standard Class,AC-10615,14.304,0.18,0.2
CA-2012-100769,05/16/12,05/16/12,Same Day,TH-21550,1023.872,41.06,0.2
CA-2012-100818,05/31/12,06/05/12,Second Class,JM-15265,11.808,0.36,0.2
CA-2012-100888,04/06/12,04/10/12,Standard Class,MH-17455,143.856,2.03,0.2
CA-2012-101000,04/09/12,04/14/12,Standard Class,IG-15085,1110.42,24.22,0.0
CA-2012-101007,02/09/12,02/13/12,Second Class,MS-17980,41.6,3.81,0.2
CA-2012-101091,12/05/12,12/09/12,Second Class,SW-20245,95.968,4.7,0.2
CA-2012-101126,02/10/12,02/14/12,Second Class,NB-18655,386.2,1.15,0.2
CA-2012-101154,09/18/12,09/21/12,First Class,CM-12190,1775.68,20.0,0.0
CA-2012-101707,08/27/12,09/01/12,Standard Class,PF-19165,3.08,0.1,0.0
CA-2012-101868,06/09/12,06/16/12,Standard Class,MJ-17740,363.0,5.11,0.2
CA-2012-101889,12/27/12,12/31/12,Standard Class,DB-13120,59.616,0.86,0.2
CA-2012-101910,11/27/12,12/03/12,Standard Class,CD-11920,1419.6,283.92,0.2
CA-2012-101924,09/04/12,09/09/12,Standard Class,KB-16585,19.524,0.6,0.2
CA-2012-102015,09/12/12,09/18/12,Standard Class,TM-21010,1.24,0.11,0.0
CA-2012-102036,09/21/12,09/27/12,Standard Class,CS-12130,1198.44,20.56,0.0
CA-2012-102260,09/22/12,09/26/12,Standard Class,SJ-20125,5.632,0.29,0.2
CA-2012-102281,10/12/12,10/14/12,First Class,MP-17470,430.56,18.15,0.0
CA-2012-102316,02/29/12,03/03/12,Second Class,DH-13075,31.968,1.41,0.2
CA-2012-102491,08/24/12,08/28/12,Standard Class,KW-16435,319.84,7.21,0.0
CA-2012-102582,09/15/12,09/19/12,Standard Class,NW-18400,179.91,3.29,0.0
CA-2012-102722,04/18/12,04/19/12,First Class,KW-16570,639.0,16.24,0.0
CA-2012-102778,11/21/12,11/24/12,First Class,JH-15820,18.176,4.92,0.2
CA-2012-102806,05/21/12,05/28/12,Standard Class,HG-14965,49.176,2.23,0.2
CA-2012-102848,11/07/12,11/09/12,Second Class,KB-16240,190.72,43.43,0.2
CA-2012-102855,04/05/12,04/06/12,Same Day,JF-15415,190.72,4.02,0.0
CA-2012-102876,09/07/12,09/14/12,Standard Class,LR-17035,4751.784,65.14,0.2
CA-2012-103072,09/27/12,09/30/12,Second Class,HW-14935,82.0,1.91,0.0
CA-2012-103093,02/03/12,02/07/12,Standard Class,FO-14305,670.68,8.44,0.0
CA-2012-103135,07/24/12,07/28/12,Standard Class,SS-20515,3918.04,33.44,0.0
CA-2012-103177,05/30/12,06/01/12,First Class,EN-13780,386.55,13.37,0.0
CA-2012-103205,12/08/12,12/10/12,Second Class,JJ-15760,599.8,10.19,0.2
CA-2012-103716,04/30/12,05/06/12,Standard Class,KB-16585,103.95,3.03,0.0
CA-2012-103723,12/01/12,12/06/12,Standard Class,BT-11305,69.5,0.78,0.0
CA-2012-103772,06/28/12,07/02/12,Standard Class,MP-17470,239.12,7.88,0.0
CA-2012-103793,03/26/12,03/31/12,Standard Class,BV-11245,223.056,5.16,0.2
CA-2012-103835,09/24/12,09/28/12,Standard Class,SC-20440,4632.48,56.16,0.0
CA-2012-103870,12/27/12,12/31/12,Standard Class,SP-20860,14.184,0.3,0.2
CA-2012-103933,09/25/12,09/27/12,First Class,DR-12880,8099.19,152.26,0.0
CA-2012-103954,08/09/12,08/13/12,Second Class,HR-14770,3437.0,58.73,0.0
CA-2012-103961,11/05/12,11/09/12,Standard Class,NG-18430,118.944,1.33,0.2
CA-2012-104038,02/06/12,02/08/12,First Class,LO-17170,149.5,6.9,0.0
CA-2012-104052,03/01/12,03/02/12,First Class,TP-21565,383.36,21.36,0.2
CA-2012-104059,06/13/12,06/15/12,Second Class,FC-14245,3.424,1.51,0.2
CA-2012-104115,06/12/12,06/16/12,Standard Class,JH-15910,111.968,5.14,0.2
CA-2012-104129,02/27/12,03/02/12,Standard Class,ES-14080,211.96,16.24,0.0
CA-2012-104241,01/04/12,01/09/12,Standard Class,AG-10495,2691.08,20.15,0.0
CA-2012-104297,05/29/12,05/31/12,First Class,CC-12100,255.168,11.52,0.2
CA-2012-104346,12/11/12,12/16/12,Standard Class,IM-15070,12.672,0.23,0.2
CA-2012-104486,05/01/12,05/06/12,Standard Class,PO-18850,70.12,5.55,0.0
CA-2012-104493,10/02/12,10/08/12,Standard Class,EB-13705,345.024,2.75,0.2
CA-2012-104514,01/02/12,01/04/12,Second Class,CB-12535,29.52,2.77,0.0
CA-2012-104626,09/01/12,09/08/12,Standard Class,DR-12940,248.72,6.57,0.0
CA-2012-104871,03/30/12,04/03/12,Standard Class,DR-12940,1466.976,440.0928,0.2
CA-2012-104941,06/13/12,06/19/12,Standard Class,DH-13075,57.42,0.66,0.0
CA-2012-104948,11/13/12,11/17/12,Standard Class,KH-16510,209.72,2.37,0.0
CA-2012-105102,09/15/12,09/19/12,Second Class,BM-11575,25.92,0.9,0.0
CA-2012-105158,09/05/12,09/10/12,Standard Class,SP-20860,12.32,0.54,0.0
CA-2012-105221,11/01/12,11/03/12,First Class,VM-21685,70.72,11.46,0.2
CA-2012-105312,11/06/12,11/09/12,First Class,MT-17815,13.203,0.76,0.2
CA-2012-105347,11/24/12,11/28/12,Standard Class,DP-13000,73.5,0.76,0.0
CA-2012-105361,03/29/12,04/04/12,Standard Class,CM-12115,70.56,1.26,0.0
CA-2012-105508,09/24/12,09/29/12,Standard Class,JF-15190,39.98,0.0,0.2
CA-2012-105571,11/07/12,11/11/12,Standard Class,CP-12340,145.314,1.01,0.2
CA-2012-105599,09/07/12,09/07/12,Same Day,MC-17275,27.92,1.36,0.0
CA-2012-105613,10/18/12,10/22/12,Standard Class,KN-16705,438.984,4.5,0.2
CA-2012-105627,03/08/12,03/12/12,Standard Class,DK-12895,14.98,2.08,0.0
CA-2012-105634,11/08/12,11/14/12,Standard Class,HA-14905,58.25,0.82,0.0
CA-2012-105690,11/21/12,11/26/12,Second Class,CA-11965,23.392,0.18,0.2
CA-2012-105725,02/18/12,02/24/12,Standard Class,GT-14755,35.544,2.39,0.2
CA-2012-105844,10/25/12,10/27/12,Second Class,JF-15415,317.44,8.75,0.0
CA-2012-105970,03/02/12,03/07/12,Standard Class,PA-19060,10.16,0.71,0.0
CA-2012-106187,06/23/12,06/29/12,Standard Class,RF-19345,165.98,8.22,0.0
CA-2012-106208,12/10/12,12/15/12,Standard Class,JW-16075,371.616,5.97,0.2
CA-2012-106215,04/16/12,04/21/12,Standard Class,BN-11470,50.304,0.84,0.2
CA-2012-106257,04/13/12,04/17/12,Second Class,EB-14110,483.136,29.83,0.2
CA-2012-106320,09/25/12,09/30/12,Standard Class,EB-13870,3133.89,42.77,0.0
CA-2012-106362,12/11/12,12/15/12,Standard Class,LC-16885,30.996,1.15,0.2
CA-2012-106565,03/20/12,03/23/12,First Class,BW-11110,414.72,5.27,0.0
CA-2012-106978,09/28/12,10/04/12,Standard Class,ZC-21910,13.536,0.44,0.2
CA-2012-107020,07/10/12,07/14/12,Standard Class,MV-18190,79.84,3.34,0.2
CA-2012-107083,11/21/12,11/27/12,Standard Class,BB-11545,3.392,0.11,0.2
CA-2012-107468,12/18/12,12/22/12,Standard Class,MK-17905,13.696,0.83,0.2
CA-2012-107678,04/21/12,04/28/12,Standard Class,JK-16090,63.9,1.33,0.0
CA-2012-107685,11/30/12,12/02/12,Second Class,JM-15865,103.68,2.45,0.0
CA-2012-107741,03/08/12,03/10/12,First Class,FC-14335,3.408,0.6816,0.2
CA-2012-107902,08/28/12,09/02/12,Standard Class,SM-20950,5173.96,0.0,0.2
CA-2012-107937,05/03/12,05/08/12,Standard Class,JB-16045,3995.28,43.94,0.0
CA-2012-108119,11/01/12,11/08/12,Standard Class,MS-17530,603.92,34.12,0.0
CA-2012-108259,11/08/12,11/15/12,Standard Class,NS-18640,4.712,0.9,0.2
CA-2012-108532,08/29/12,09/02/12,Standard Class,CC-12100,263.96,19.71,0.0
CA-2012-108588,01/05/12,01/10/12,Standard Class,BG-11695,34.96,0.18,0.0
CA-2012-108665,07/06/12,07/10/12,Standard Class,KM-16225,27.92,1.9,0.0
CA-2012-108672,09/10/12,09/16/12,Standard Class,FA-14230,640.08,9.58,0.0
CA-2012-109001,03/05/12,03/09/12,Standard Class,KN-16390,10.312,0.73,0.2
CA-2012-109113,12/19/12,12/23/12,Standard Class,EK-13795,50.976,4.68,0.2
CA-2012-109169,04/20/12,04/24/12,Standard Class,OT-18730,361.92,14.99,0.0
CA-2012-109190,10/23/12,10/28/12,Standard Class,CC-12685,1439.928,41.04,0.2
CA-2012-109197,12/31/12,01/04/13,Standard Class,JO-15280,975.968,29.91,0.2
CA-2012-109337,11/21/12,11/23/12,Second Class,DL-13330,167.8,26.83,0.0
CA-2012-109386,11/08/12,11/13/12,Second Class,RH-19600,139.5,1.41,0.0
CA-2012-109470,12/31/12,01/03/13,Second Class,KC-16255,284.22,13.04,0.0
CA-2012-109512,03/05/12,03/05/12,Same Day,LF-17185,88.02,5.0,0.0
CA-2012-109575,09/18/12,09/23/12,Standard Class,KH-16630,83.92,6.29,0.0
CA-2012-109603,01/26/12,02/01/12,Standard Class,EM-13825,1461.76,11.2,0.0
CA-2012-109638,12/15/12,12/22/12,Standard Class,JH-15985,415.68,9.5,0.0
CA-2012-109708,05/25/12,05/28/12,Second Class,CY-12745,1868.16,70.67,0.2
CA-2012-109736,10/10/12,10/11/12,First Class,DJ-13420,317.52,3.86,0.0
CA-2012-109862,10/25/12,10/30/12,Standard Class,HK-14890,158.99,4.94,0.0
CA-2012-109939,05/08/12,05/12/12,Standard Class,AA-10375,10.496,0.61,0.2
CA-2012-110016,11/29/12,12/04/12,Standard Class,BT-11395,79.68,1.45,0.0
CA-2012-110093,12/03/12,12/08/12,Standard Class,AB-10255,32.896,0.37,0.2
CA-2012-110247,12/04/12,12/08/12,Standard Class,RH-19555,24.678,0.31,0.2
CA-2012-110289,10/29/12,11/02/12,Standard Class,NB-18655,167.0,2.04,0.0
CA-2012-110324,12/01/12,12/05/12,Standard Class,MA-17560,7.28,0.16,0.0
