ProductID,Category,SubCategory,ProductName,Price
OFF-CAR-10003373,Office Supplies,Binders,Cardinal Hole Reinforcements Durable,6.84
OFF-HAR-10002479,Office Supplies,Labels,Harbour Creations Color Coded Labels 5000 Label Set,13.29
OFF-SME-10001852,Office Supplies,Labels,Smead Removable Labels Laser Printer Compatible,10.32
OFF-AVE-10004508,Office Supplies,Labels,Avery Round Labels Adjustable,5.04
OFF-CAM-10004271,Office Supplies,Envelopes,Cameo Mailers Recycled,36.96
OFF-BIC-10003473,Office Supplies,Art,BIC Markers Fluorescent,8.307
OFF-ADV-10002299,Office Supplies,Fasteners,Advantus Rubber Bands 12 Pack,4.806
OFF-SU-10003115,Office Supplies,Supplies,Acme Scissors Serrated,22.14
OFF-PA-10003380,Office Supplies,Paper,Green Bar Memo Slips Multicolor,12.24
OFF-FA-10003022,Office Supplies,Fasteners,Stockwell Clamps Assorted Sizes,11.12
OFF-EN-10003559,Office Supplies,Envelopes,Jiffy Clasp Envelope with clear poly window,8.04
OFF-LA-10002895,Office Supplies,Labels,Avery Legal Exhibit Labels Laser Printer Compatible,7.56
OFF-HON-10000137,Office Supplies,Labels,Hon Round Labels Laser Printer Compatible,6.66
OFF-ACM-10000476,Office Supplies,Supplies,Acme Letter Opener Easy Grip,31.83
OFF-SME-10004160,Office Supplies,Storage,Smead Folders Wire Frame,16.56
OFF-STO-10004971,Office Supplies,Fasteners,Stockwell Paper Clips Assorted Sizes,4.536
OFF-PA-10004241,Office Supplies,Paper,SanDisk Memo Slips Premium,6.792
OFF-AVE-10000432,Office Supplies,Binders,Avery Index Tab Clear,5.79
FUR-FU-10000350,Furniture,Furnishings,Rubbermaid Light Bulb Duo Pack,7.56
OFF-AR-10000347,Office Supplies,Art,Sanford Pens Blue,7.4
OFF-AVE-10000110,Office Supplies,Labels,Avery Round Labels Laser Printer Compatible,7.14
OFF-BOS-10003113,Office Supplies,Art,Boston Pens Water Color,6.96
OFF-LA-10004576,Office Supplies,Labels,Harbour Creations File Folder Labels Laser Printer Compatible,5.82
OFF-SME-10001853,Office Supplies,Storage,Smead Folders Blue,6.996
OFF-FA-10002569,Office Supplies,Fasteners,Stockwell Staples Metal,6.006
OFF-AVE-10000418,Office Supplies,Labels,Avery Color Coded Labels 5000 Label Set,4.104
OFF-STA-10002719,Office Supplies,Art,Stanley Pencil Sharpener Easy-Erase,10.416
OFF-KLE-10002118,Office Supplies,Supplies,Kleencut Ruler Serrated,10.26
OFF-ST-10004634,Office Supplies,Storage,Personal Folder Holder Ebony,11.21
OFF-KLE-10001381,Office Supplies,Supplies,Kleencut Scissors Easy Grip,9.564
OFF-ST-10003056,Office Supplies,Storage,Tenex Folders Single Width,9.3
OFF-AVE-10001750,Office Supplies,Binders,Avery 3-Hole Punch Clear,8.199
OFF-FA-10000263,Office Supplies,Fasteners,Stockwell Thumb Tacks Bulk Pack,7.884
OFF-FA-10001339,Office Supplies,Fasteners,Accos Thumb Tacks Bulk Pack,6.84
OFF-LA-10000219,Office Supplies,Labels,Harbour Creations File Folder Labels Adjustable,5.967
OFF-KRA-10000113,Office Supplies,Envelopes,Kraft Peel and Seal Recycled,5.787
OFF-LA-10004182,Office Supplies,Labels,Hon Color Coded Labels 5000 Label Set,8.8
OFF-ACC-10002327,Office Supplies,Fasteners,Accos Thumb Tacks Metal,4.14
OFF-LA-10000685,Office Supplies,Labels,Avery Shipping Labels Laser Printer Compatible,11.85
OFF-AR-10000493,Office Supplies,Art,Boston Pencil Sharpener Fluorescent,11.58
OFF-AVE-10004828,Office Supplies,Labels,Avery Removable Labels Laser Printer Compatible,10.74
OFF-FA-10002991,Office Supplies,Fasteners,Stockwell Thumb Tacks Bulk Pack,8.76
OFF-PA-10003492,Office Supplies,Paper,Green Bar Computer Printout Paper Recycled,11.868
OFF-JIF-10003842,Office Supplies,Envelopes,Jiffy Clasp Envelope Security-Tint,10.92
OFF-HAR-10000495,Office Supplies,Labels,Harbour Creations Shipping Labels Adjustable,9.36
OFF-TEN-10000894,Office Supplies,Storage,Tenex Folders Single Width,9.3
OFF-ENE-10002093,Office Supplies,Paper,Enermax Message Books Multicolor,7.173
OFF-ELI-10001904,Office Supplies,Supplies,Elite Letter Opener Steel,24.0
OFF-BI-10004440,Office Supplies,Binders,Cardinal Binder Economy,13.83
OFF-SU-10001869,Office Supplies,Supplies,Stiletto Scissors Steel,12.1953
OFF-FA-10001700,Office Supplies,Fasteners,Accos Rubber Bands Bulk Pack,6.672
OFF-BI-10003320,Office Supplies,Binders,Cardinal Hole Reinforcements Recycled,5.7
OFF-BI-10003309,Office Supplies,Binders,Wilson Jones Binder Covers Clear,5.325
OFF-STO-10001173,Office Supplies,Fasteners,Stockwell Thumb Tacks Assorted Sizes,4.392
OFF-NOV-10004680,Office Supplies,Labels,Novimex Shipping Labels Laser Printer Compatible,10.98
OFF-ST-10003414,Office Supplies,Storage,Smead Box Wire Frame,9.84
OFF-FA-10001097,Office Supplies,Fasteners,Accos Paper Clips Assorted Sizes,5.745
OFF-KLE-10002869,Office Supplies,Supplies,Kleencut Letter Opener High Speed,26.46
OFF-ST-10002151,Office Supplies,Storage,Eldon Box Blue,9.234
OFF-LA-10002974,Office Supplies,Labels,Avery File Folder Labels Laser Printer Compatible,9.12
OFF-KLE-10003227,Office Supplies,Supplies,Kleencut Ruler Steel,3.888
OFF-HAR-10004011,Office Supplies,Labels,Harbour Creations File Folder Labels Alphabetical,8.55
OFF-BI-10000963,Office Supplies,Binders,Acco Index Tab Clear,5.72
OFF-HAR-10004816,Office Supplies,Labels,Harbour Creations Shipping Labels Alphabetical,11.28
OFF-STA-10002654,Office Supplies,Art,Stanley Pencil Sharpener Fluorescent,9.912
OFF-BI-10001808,Office Supplies,Binders,Ibico Index Tab Clear,7.3953
FUR-FU-10003622,Furniture,Furnishings,Tenex Light Bulb Erganomic,7.02
OFF-SME-10004518,Office Supplies,Labels,Smead Legal Exhibit Labels Laser Printer Compatible,11.1
OFF-OIC-10003518,Office Supplies,Fasteners,OIC Rubber Bands Assorted Sizes,14.52
OFF-KLE-10004673,Office Supplies,Supplies,Kleencut Box Cutter Serrated,9.405
OFF-JIF-10000981,Office Supplies,Envelopes,Jiffy Peel and Seal with clear poly window,7.065
OFF-TEN-10003211,Office Supplies,Storage,Tenex Box Wire Frame,15.57
OFF-CAR-10001358,Office Supplies,Binders,Cardinal Hole Reinforcements Clear,4.8
OFF-BI-10002708,Office Supplies,Binders,Acco Binder Clear,14.61
OFF-BI-10001507,Office Supplies,Binders,Ibico Binder Durable,11.32
OFF-LA-10002486,Office Supplies,Labels,Harbour Creations Legal Exhibit Labels Adjustable,8.85
OFF-BI-10004644,Office Supplies,Binders,Cardinal Index Tab Durable,7.62
OFF-ROG-10002682,Office Supplies,Storage,Rogers Box Industrial,7.335
OFF-GRE-10004604,Office Supplies,Paper,Green Bar Cards & Envelopes 8.5 x 11,21.012
TEC-ENE-10000895,Technology,Accessories,Enermax Mouse Bluetooth,16.116
OFF-KRA-10002085,Office Supplies,Envelopes,Kraft Clasp Envelope with clear poly window,12.54
OFF-ST-10000355,Office Supplies,Storage,Eldon Box Wire Frame,9.33
FUR-FU-10003507,Furniture,Furnishings,Deflect-O Stacking Tray Erganomic,8.928
OFF-FA-10003186,Office Supplies,Fasteners,Accos Push Pins Bulk Pack,7.26
OFF-TEN-10003148,Office Supplies,Storage,Tenex Lockers Single Width,61.254
OFF-SU-10000178,Office Supplies,Supplies,Acme Ruler Easy Grip,9.165
OFF-BI-10000636,Office Supplies,Binders,Ibico Hole Reinforcements Recycled,4.41
OFF-IBI-10002486,Office Supplies,Binders,Ibico Index Tab Clear,8.91
OFF-BI-10002287,Office Supplies,Binders,Acco Index Tab Clear,8.04
OFF-LA-10004799,Office Supplies,Labels,Hon Shipping Labels Adjustable,6.18
FUR-FU-10002364,Furniture,Furnishings,Eldon Expressions Wood Desk Accessories Oak,7.38
OFF-EN-10002240,Office Supplies,Envelopes,GlobeWeis Clasp Envelope with clear poly window,13.44
TEC-EPS-10001341,Technology,Machines,Epson Calculator White,44.82
OFF-ST-10003931,Office Supplies,Storage,Smead Trays Wire Frame,42.795
FUR-FU-10002554,Furniture,Furnishings,Westinghouse Floor Lamp with Metal Mesh Shade Black,23.99
TEC-SAN-10001738,Technology,Accessories,SanDisk Mouse Programmable,15.924
OFF-IBI-10003732,Office Supplies,Binders,Ibico Hole Reinforcements Durable,8.49
OFF-BI-10004769,Office Supplies,Binders,Wilson Jones Index Tab Economy,6.45
OFF-LA-10002609,Office Supplies,Labels,Avery Color Coded Labels Alphabetical,5.244
OFF-KRA-10003337,Office Supplies,Envelopes,Kraft Mailers Recycled,14.58
OFF-LA-10003141,Office Supplies,Labels,Hon Shipping Labels Laser Printer Compatible,6.0261
OFF-EN-10000338,Office Supplies,Envelopes,Kraft Mailers Recycled,24.3
OFF-AME-10002949,Office Supplies,Envelopes,Ames Clasp Envelope with clear poly window,10.74
OFF-NOV-10004671,Office Supplies,Labels,Novimex Removable Labels 5000 Label Set,9.87
OFF-AR-10000475,Office Supplies,Art,Hunt BOSTON Vista Battery-Operated Pencil Sharpener Black,9.328
OFF-BI-10003856,Office Supplies,Binders,Ibico Index Tab Clear,5.94
OFF-ADV-10000331,Office Supplies,Fasteners,Advantus Paper Clips Assorted Sizes,5.58
OFF-GLO-10004430,Office Supplies,Envelopes,GlobeWeis Business Envelopes Recycled,16.14
OFF-HON-10002456,Office Supplies,Labels,Hon Color Coded Labels Laser Printer Compatible,12.81
OFF-CAM-10002159,Office Supplies,Envelopes,Cameo Manila Envelope with clear poly window,9.162
OFF-EN-10002700,Office Supplies,Envelopes,Ames Business Envelopes Recycled,8.96
OFF-BI-10001347,Office Supplies,Binders,Cardinal Binder Covers Economy,7.2
OFF-SAN-10000335,Office Supplies,Paper,SanDisk Parchment Paper Premium,16.71
OFF-EAT-10002122,Office Supplies,Paper,Eaton Cards & Envelopes 8.5 x 11,49.32
OFF-BI-10000871,Office Supplies,Binders,Wilson Jones Binder Covers Recycled,11.55
OFF-LA-10001215,Office Supplies,Labels,Harbour Creations File Folder Labels Laser Printer Compatible,8.73
OFF-FA-10001476,Office Supplies,Fasteners,OIC Paper Clips Assorted Sizes,7.92
OFF-LA-10000959,Office Supplies,Labels,Harbour Creations Round Labels Alphabetical,6.57
TEC-NOK-10001844,Technology,Phones,Nokia Office Telephone with Caller ID,26.052
OFF-CAR-10000150,Office Supplies,Binders,Cardinal Binder Clear,13.29
OFF-BI-10002424,Office Supplies,Binders,Avery Binder Economy,11.61
OFF-LA-10004700,Office Supplies,Labels,Avery Color Coded Labels Alphabetical,3.496
TEC-ENE-10004236,Technology,Accessories,Enermax Flash Drive Bluetooth,12.456
FUR-DEF-10003676,Furniture,Furnishings,Deflect-O Stacking Tray Erganomic,8.928
OFF-PA-10000575,Office Supplies,Paper,Wirebound Message Books Four 2 3/4 x 5 White Forms per Page,6.69
OFF-BOS-10002073,Office Supplies,Art,Boston Canvas Water Color,17.046
OFF-BI-10003367,Office Supplies,Binders,Wilson Jones Binder Recycled,13.38
TEC-BEL-10000696,Technology,Accessories,Belkin Mouse Programmable,12.663
OFF-BIC-10004976,Office Supplies,Art,BIC Markers Water Color,8.883
OFF-BI-10003142,Office Supplies,Binders,Acco Binder Covers Clear,6.39
OFF-EN-10003904,Office Supplies,Envelopes,Jiffy Business Envelopes Recycled,14.76
OFF-ACM-10003591,Office Supplies,Supplies,Acme Trimmer Steel,13.194
OFF-AR-10000468,Office Supplies,Art,BIC Pens Blue,9.52
OFF-NOV-10004223,Office Supplies,Labels,Novimex Shipping Labels Adjustable,8.88
OFF-EN-10004470,Office Supplies,Envelopes,Ames Clasp Envelope Security-Tint,6.4
OFF-BOS-10001576,Office Supplies,Art,Boston Pencil Sharpener Fluorescent,11.58
OFF-OIC-10003978,Office Supplies,Fasteners,OIC Staples Assorted Sizes,8.79
OFF-LA-10003511,Office Supplies,Labels,Avery Round Labels Adjustable,5.04
OFF-BI-10001967,Office Supplies,Binders,Acco Binder Recycled,13.959
OFF-ACC-10002853,Office Supplies,Fasteners,Accos Thumb Tacks Bulk Pack,13.68
OFF-LA-10002821,Office Supplies,Labels,Harbour Creations Color Coded Labels 5000 Label Set,8.86
OFF-ENE-10004401,Office Supplies,Paper,Enermax Parchment Paper Premium,15.39
OFF-HAR-10001531,Office Supplies,Labels,Harbour Creations Removable Labels Adjustable,8.25
OFF-KRA-10002789,Office Supplies,Envelopes,Kraft Peel and Seal with clear poly window,7.209
OFF-FA-10001054,Office Supplies,Fasteners,Advantus Thumb Tacks Metal,6.855
OFF-STO-10004910,Office Supplies,Fasteners,Stockwell Clamps 12 Pack,18.66
OFF-BIN-10000711,Office Supplies,Art,Binney & Smith Markers Fluorescent,10.14
OFF-BIC-10001632,Office Supplies,Art,BIC Pens Easy-Erase,14.55
OFF-BIC-10001510,Office Supplies,Art,BIC Pencil Sharpener Easy-Erase,11.712
OFF-SU-10003683,Office Supplies,Supplies,Kleencut Ruler Easy Grip,10.12
OFF-KLE-10001317,Office Supplies,Supplies,Kleencut Ruler Easy Grip,6.072
OFF-BIN-10002407,Office Supplies,Art,Binney & Smith Highlighters Water Color,5.931
OFF-ENE-10001291,Office Supplies,Paper,Enermax Computer Printout Paper Premium,8.541
OFF-ACC-10004364,Office Supplies,Fasteners,Accos Push Pins Bulk Pack,5.808
FUR-FU-10000556,Furniture,Furnishings,Tenex Light Bulb Durable,15.96
OFF-EN-10003352,Office Supplies,Envelopes,Kraft Manila Envelope with clear poly window,12.012
OFF-LA-10000271,Office Supplies,Labels,Harbour Creations Shipping Labels Alphabetical,11.28
OFF-BIC-10003575,Office Supplies,Art,BIC Markers Easy-Erase,10.68
OFF-LA-10002490,Office Supplies,Labels,Hon Round Labels Alphabetical,6.48
OFF-HON-10001102,Office Supplies,Labels,Hon Legal Exhibit Labels Adjustable,8.76
OFF-AR-10003466,Office Supplies,Art,Binney & Smith Highlighters Easy-Erase,16.86
OFF-ST-10003132,Office Supplies,Storage,Fellowes Box Blue,11.808
OFF-BI-10002080,Office Supplies,Binders,Acco Binder Clear,9.74
FUR-FU-10002637,Furniture,Furnishings,Deflect-O Stacking Tray Erganomic,9.564
OFF-AVE-10002311,Office Supplies,Binders,Avery Binder Covers Durable,12.57
TEC-MEM-10003743,Technology,Accessories,Memorex Numeric Keypad Bluetooth,13.563
OFF-FA-10001871,Office Supplies,Fasteners,Stockwell Rubber Bands Bulk Pack,10.76
OFF-FA-10000134,Office Supplies,Fasteners,Advantus Push Pins Aluminum Head,5.81
TEC-AC-10004951,Technology,Accessories,Memorex Mouse Erganomic,17.32
OFF-AR-10002440,Office Supplies,Art,Stanley Highlighters Fluorescent,10.64
OFF-SAN-10004881,Office Supplies,Art,Sanford Pencil Sharpener Easy-Erase,8.127
OFF-STO-10003342,Office Supplies,Fasteners,Stockwell Rubber Bands Assorted Sizes,13.59
OFF-EN-10002425,Office Supplies,Envelopes,Ames Peel and Seal Set of 50,10.2795
OFF-BIN-10003089,Office Supplies,Art,Binney & Smith Highlighters Easy-Erase,16.86
OFF-TEN-10001585,Office Supplies,Storage,Tenex Box Single Width,16.53
OFF-BI-10004454,Office Supplies,Binders,Cardinal Binder Covers Clear,10.314
OFF-STA-10001636,Office Supplies,Art,Stanley Markers Water Color,10.152
OFF-CAR-10004886,Office Supplies,Binders,Cardinal Binder Economy,4.149
OFF-STO-10003728,Office Supplies,Fasteners,Stockwell Paper Clips Assorted Sizes,13.5
OFF-BIC-10001211,Office Supplies,Art,BIC Highlighters Water Color,8.844
OFF-KLE-10001794,Office Supplies,Supplies,Kleencut Box Cutter High Speed,13.86
OFF-AVE-10004404,Office Supplies,Labels,Avery Shipping Labels Alphabetical,11.67
OFF-AR-10004115,Office Supplies,Art,Sanford Markers Blue,23.25
OFF-STO-10000924,Office Supplies,Fasteners,Stockwell Rubber Bands Metal,16.65
OFF-BI-10000368,Office Supplies,Binders,Avery Binder Covers Durable,12.57
OFF-AR-10001850,Office Supplies,Art,BIC Highlighters Fluorescent,11.1045
OFF-EAT-10000652,Office Supplies,Paper,Eaton Computer Printout Paper 8.5 x 11,12.276
TEC-APP-10001965,Technology,Phones,Apple Office Telephone Full Size,19.971
OFF-ACC-10002772,Office Supplies,Binders,Acco Index Tab Economy,10.08
OFF-XER-10001513,Office Supplies,Paper,Xerox Message Books Recycled,20.28
OFF-STO-10000631,Office Supplies,Fasteners,Stockwell Push Pins Assorted Sizes,11.43
OFF-EN-10003834,Office Supplies,Envelopes,Cameo Business Envelopes Recycled,9.675
FUR-FU-10002751,Furniture,Furnishings,Advantus Photo Frame Durable,20.004
OFF-HON-10001723,Office Supplies,Labels,Hon Color Coded Labels 5000 Label Set,13.2
OFF-LA-10003422,Office Supplies,Labels,Smead Color Coded Labels Alphabetical,8.58
OFF-FA-10003139,Office Supplies,Fasteners,Advantus Push Pins Assorted Sizes,11.88
OFF-BI-10001124,Office Supplies,Binders,Ibico Binder Covers Clear,13.11
OFF-SU-10002325,Office Supplies,Supplies,Stiletto Trimmer High Speed,11.4
OFF-PA-10002818,Office Supplies,Paper,Enermax Parchment Paper Premium,10.26
OFF-EN-10001940,Office Supplies,Envelopes,Cameo Peel and Seal Security-Tint,9.36
OFF-FA-10000455,Office Supplies,Fasteners,Stockwell Thumb Tacks 12 Pack,8.64
OFF-PA-10004386,Office Supplies,Paper,Green Bar Note Cards Premium,19.86
OFF-AR-10003113,Office Supplies,Art,Binney & Smith Pens Blue,10.746
OFF-LA-10003717,Office Supplies,Labels,Harbour Creations Legal Exhibit Labels 5000 Label Set,7.56
FUR-BO-10000087,Furniture,Bookcases,Dania Classic Bookcase Mobile,260.3664
OFF-SU-10002611,Office Supplies,Supplies,Fiskars Ruler Serrated,11.13
OFF-FA-10001039,Office Supplies,Fasteners,Stockwell Clamps 12 Pack,10.962
OFF-AR-10001072,Office Supplies,Art,Sanford Pens Fluorescent,8.24
OFF-BOS-10001386,Office Supplies,Art,Boston Sketch Pad Water Color,20.712
OFF-ACC-10001028,Office Supplies,Fasteners,Accos Push Pins Metal,14.64
OFF-OIC-10000121,Office Supplies,Fasteners,OIC Paper Clips 12 Pack,13.86
OFF-BIC-10003800,Office Supplies,Art,BIC Pencil Sharpener Blue,11.604
OFF-ST-10001214,Office Supplies,Storage,Smead Box Industrial,9.3375
OFF-HOO-10003246,Office Supplies,Appliances,Hoover Blender Black,38.64
OFF-FA-10004156,Office Supplies,Fasteners,Stockwell Push Pins 12 Pack,13.8
OFF-AR-10004373,Office Supplies,Art,Boston Markers Water Color,11.82
OFF-ACC-10004782,Office Supplies,Fasteners,Accos Staples Metal,11.07
OFF-STA-10004108,Office Supplies,Art,Stanley Canvas Easy-Erase,19.896
OFF-STO-10003604,Office Supplies,Fasteners,Stockwell Staples Metal,10.92
OFF-STA-10001895,Office Supplies,Art,Stanley Pens Easy-Erase,10.32
OFF-SAN-10002020,Office Supplies,Paper,SanDisk Parchment Paper Multicolor,18.12
OFF-CUI-10004428,Office Supplies,Appliances,Cuisinart Coffee Grinder White,11.025
OFF-EN-10003721,Office Supplies,Envelopes,Jiffy Business Envelopes Security-Tint,8.512
TEC-SAN-10004885,Technology,Accessories,SanDisk Flash Drive Erganomic,11.205
OFF-AR-10002036,Office Supplies,Art,Binney & Smith Pencil Sharpener Fluorescent,26.67
OFF-FA-10000799,Office Supplies,Fasteners,OIC Push Pins Bulk Pack,14.91
OFF-EN-10004935,Office Supplies,Envelopes,Cameo Clasp Envelope with clear poly window,8.7
FUR-FU-10000790,Furniture,Furnishings,Rubbermaid Light Bulb Black,7.536
OFF-AVE-10000909,Office Supplies,Labels,Avery Shipping Labels Laser Printer Compatible,11.85
OFF-FA-10003332,Office Supplies,Fasteners,Accos Push Pins 12 Pack,7.6725
OFF-ELD-10000124,Office Supplies,Storage,Eldon Trays Single Width,19.2
OFF-BIN-10001257,Office Supplies,Art,Binney & Smith Sketch Pad Easy-Erase,18.636
OFF-BIN-10001274,Office Supplies,Art,Binney & Smith Pens Blue,11.94
OFF-SAN-10003368,Office Supplies,Art,Sanford Pens Blue,11.1
OFF-CAM-10001690,Office Supplies,Envelopes,Cameo Clasp Envelope Recycled,8.31
OFF-LA-10001191,Office Supplies,Labels,Harbour Creations File Folder Labels Alphabetical,7.695
TEC-CO-10001893,Technology,Copiers,HP Wireless Fax Color,144.1778
FUR-DEF-10000495,Furniture,Furnishings,Deflect-O Clock Black,20.124
OFF-FA-10000248,Office Supplies,Fasteners,Stockwell Rubber Bands Assorted Sizes,7.4094
OFF-BI-10000346,Office Supplies,Binders,Ibico 3-Hole Punch Clear,14.955
OFF-CAR-10003259,Office Supplies,Binders,Cardinal Binder Recycled,14.19
OFF-LA-10001413,Office Supplies,Labels,Hon Shipping Labels Laser Printer Compatible,11.37
OFF-FA-10001272,Office Supplies,Fasteners,OIC Thumb Tacks Assorted Sizes,11.52
OFF-HON-10004800,Office Supplies,Labels,Hon Shipping Labels Alphabetical,11.19
OFF-SME-10000973,Office Supplies,Storage,Smead Folders Industrial,17.97
OFF-AR-10000703,Office Supplies,Art,BIC Pens Water Color,17.46
OFF-BI-10002289,Office Supplies,Binders,Ibico Binder Economy,15.48
OFF-AR-10000543,Office Supplies,Art,BIC Pencil Sharpener Fluorescent,20.18
OFF-FA-10000974,Office Supplies,Fasteners,Stockwell Paper Clips Bulk Pack,12.609
OFF-EN-10002464,Office Supplies,Envelopes,Cameo Peel and Seal Security-Tint,12.402
OFF-FA-10000194,Office Supplies,Fasteners,OIC Push Pins Metal,10.02
FUR-DEF-10000346,Furniture,Furnishings,Deflect-O Frame Duo Pack,33.03
OFF-ACC-10004322,Office Supplies,Binders,Acco Binder Clear,14.61
OFF-SU-10002215,Office Supplies,Supplies,Elite Ruler High Speed,9.2
OFF-ST-10001366,Office Supplies,Storage,Rogers Folders Wire Frame,24.7008
OFF-ADV-10004030,Office Supplies,Fasteners,Advantus Push Pins Metal,14.55
OFF-LA-10000709,Office Supplies,Labels,Avery Color Coded Labels Alphabetical,13.11
TEC-CIS-10003103,Technology,Phones,Cisco Office Telephone VoIP,32.22
OFF-ENE-10002784,Office Supplies,Paper,Enermax Parchment Paper Multicolor,16.8
OFF-XER-10003600,Office Supplies,Paper,Xerox Memo Slips Multicolor,14.94
OFF-FA-10003893,Office Supplies,Fasteners,OIC Paper Clips 12 Pack,13.86
OFF-BI-10004148,Office Supplies,Binders,Avery Binder Durable,9.6
TEC-AC-10004451,Technology,Accessories,SanDisk Mouse Bluetooth,15.324
TEC-AC-10002458,Technology,Accessories,Logitech Mouse Bluetooth,11.712
OFF-EN-10003601,Office Supplies,Envelopes,GlobeWeis Clasp Envelope Set of 50,9.9
OFF-EN-10004051,Office Supplies,Envelopes,Ames Manila Envelope Set of 50,24.69
OFF-FA-10004993,Office Supplies,Fasteners,OIC Paper Clips Metal,14.55
OFF-LA-10000244,Office Supplies,Labels,Hon Legal Exhibit Labels Alphabetical,10.68
OFF-NOV-10000787,Office Supplies,Labels,Novimex Removable Labels Laser Printer Compatible,9.69
OFF-SME-10003134,Office Supplies,Storage,Smead Box Single Width,10.8
OFF-ST-10001321,Office Supplies,Storage,Decoflex Hanging Personal Folder File Blue,15.42
OFF-OIC-10002625,Office Supplies,Fasteners,OIC Thumb Tacks 12 Pack,13.5
OFF-HON-10004698,Office Supplies,Labels,Hon File Folder Labels Laser Printer Compatible,8.64
FUR-RUB-10002945,Furniture,Furnishings,Rubbermaid Photo Frame Duo Pack,15.543
OFF-AR-10001626,Office Supplies,Art,BIC Pens Blue,14.28
OFF-EN-10001528,Office Supplies,Envelopes,Kraft Business Envelopes Recycled,13.716
OFF-PA-10001470,Office Supplies,Paper,Green Bar Message Books 8.5 x 11,11.172
OFF-GLO-10003650,Office Supplies,Envelopes,GlobeWeis Mailers with clear poly window,16.836
OFF-EN-10000761,Office Supplies,Envelopes,Jiffy Peel and Seal with clear poly window,15.7
OFF-BI-10000854,Office Supplies,Binders,Acco Binder Covers Economy,13.32
OFF-SME-10001278,Office Supplies,Labels,Smead Shipping Labels Alphabetical,11.43
OFF-SAN-10004339,Office Supplies,Art,Sanford Highlighters Water Color,18.93
OFF-ENE-10001906,Office Supplies,Paper,Enermax Message Books Recycled,22.41
OFF-SAN-10003318,Office Supplies,Paper,SanDisk Memo Slips Premium,16.98
OFF-AR-10000711,Office Supplies,Art,BIC Pens Easy-Erase,14.55
OFF-SME-10002870,Office Supplies,Labels,Smead Legal Exhibit Labels Alphabetical,10.92
OFF-FA-10001963,Office Supplies,Fasteners,Advantus Thumb Tacks Assorted Sizes,9.936
OFF-TEN-10002817,Office Supplies,Storage,Tenex Folders Blue,6.966
OFF-BI-10002329,Office Supplies,Binders,Avery 3-Hole Punch Durable,26.433
OFF-BI-10004007,Office Supplies,Binders,Avery 3-Hole Punch Durable,14.685
OFF-FA-10003050,Office Supplies,Fasteners,Stockwell Paper Clips Metal,11.637
OFF-SAN-10003660,Office Supplies,Paper,SanDisk Computer Printout Paper Multicolor,31.2
OFF-SU-10000926,Office Supplies,Supplies,Acme Trimmer Easy Grip,24.64
TEC-AC-10004102,Technology,Accessories,SanDisk Mouse USB,19.26
FUR-OFF-10003104,Furniture,Chairs,Office Star Bag Chairs Red,16.632
OFF-GRE-10001814,Office Supplies,Paper,Green Bar Computer Printout Paper 8.5 x 11,13.56
OFF-AVE-10001367,Office Supplies,Labels,Avery Legal Exhibit Labels Alphabetical,11.16
OFF-ST-10002714,Office Supplies,Storage,Eldon Box Industrial,10.74
OFF-XER-10002982,Office Supplies,Paper,Xerox Memo Slips 8.5 x 11,17.67
FUR-CH-10001701,Furniture,Chairs,Hon Chairmat Set of Two,15.408
OFF-KLE-10001644,Office Supplies,Supplies,Kleencut Trimmer Steel,16.332
OFF-CAR-10000319,Office Supplies,Binders,Cardinal Binder Covers Recycled,12.36
OFF-SU-10001500,Office Supplies,Supplies,Kleencut Box Cutter Serrated,20.9
OFF-PA-10000908,Office Supplies,Paper,Xerox Note Cards Premium,13.185
OFF-SME-10004256,Office Supplies,Labels,Smead Removable Labels Adjustable,10.89
FUR-FU-10003283,Furniture,Furnishings,Rubbermaid Stacking Tray Durable,10.056
FUR-FU-10003540,Furniture,Furnishings,Deflect-O Light Bulb Erganomic,17.61
OFF-BI-10000323,Office Supplies,Binders,Wilson Jones 3-Hole Punch Clear,27.45
OFF-EN-10000648,Office Supplies,Envelopes,Jiffy Peel and Seal with clear poly window,23.55
FUR-FU-10004117,Furniture,Furnishings,Eldon Door Stop Black,33.44
OFF-IBI-10000099,Office Supplies,Binders,Ibico Binder Clear,14.94
OFF-WIL-10002153,Office Supplies,Binders,Wilson Jones 3-Hole Punch Clear,27.45
OFF-GRE-10003213,Office Supplies,Paper,Green Bar Memo Slips Premium,16.95
OFF-FA-10001228,Office Supplies,Fasteners,Accos Clamps Bulk Pack,10.336
FUR-CH-10002297,Furniture,Chairs,Novimex Bag Chairs Set of Two,19.284
OFF-ELI-10000711,Office Supplies,Supplies,Elite Scissors Serrated,19.23
OFF-FA-10003631,Office Supplies,Fasteners,Advantus Paper Clips Metal,13.38
OFF-AR-10000505,Office Supplies,Art,Binney & Smith Pens Easy-Erase,12.21
OFF-ACC-10003745,Office Supplies,Fasteners,Accos Paper Clips Assorted Sizes,14.04
OFF-BI-10001384,Office Supplies,Binders,Cardinal Binder Economy,13.83
OFF-KLE-10004112,Office Supplies,Supplies,Kleencut Trimmer Serrated,15.252
OFF-GLO-10000485,Office Supplies,Envelopes,GlobeWeis Mailers Security-Tint,12.285
TEC-PH-10003239,Technology,Phones,Samsung Signal Booster with Caller ID,136.59
FUR-FU-10000813,Furniture,Furnishings,Tenex Door Stop Durable,16.368
